census_tract_id,census_tract_label,total_crimes,crime_vehicle___stolen,crime_battery___simple_ass,crime_burglary_from_vehicl,crime_theft_of_identity,crime_vandalism___felony_(,crime_burglary,crime_theft_plain___petty_,crime_assault_with_deadly_,crime_intimate_partner___s,crime_theft_from_motor_veh
294421.0,2944.21,803,107.0,79.0,46.0,22.0,44.0,61.0,32.0,51.0,41.0,42.0
294510.0,2945.1,528,83.0,42.0,14.0,31.0,31.0,10.0,9.0,30.0,38.0,28.0
294520.0,2945.2,630,130.0,43.0,17.0,30.0,38.0,30.0,25.0,49.0,41.0,29.0
294610.0,2946.1,695,83.0,67.0,20.0,33.0,55.0,42.0,22.0,40.0,57.0,24.0
294620.0,2946.2,749,132.0,73.0,17.0,35.0,42.0,19.0,15.0,71.0,45.0,25.0
294701.0,2947.01,1607,248.0,164.0,49.0,53.0,96.0,114.0,51.0,138.0,82.0,55.0
294810.0,2948.1,749,108.0,81.0,13.0,24.0,47.0,32.0,17.0,64.0,58.0,38.0
294820.0,2948.2,1007,110.0,99.0,21.0,50.0,57.0,53.0,48.0,59.0,76.0,23.0
294830.0,2948.3,1104,154.0,81.0,27.0,41.0,85.0,50.0,46.0,79.0,81.0,45.0
294900.0,2949.0,834,152.0,75.0,14.0,64.0,54.0,23.0,21.0,36.0,98.0,25.0
295103.0,2951.03,844,119.0,45.0,43.0,26.0,35.0,71.0,40.0,25.0,21.0,31.0
296210.0,2962.1,737,123.0,49.0,31.0,40.0,42.0,15.0,26.0,69.0,60.0,29.0
296220.0,2962.2,1933,240.0,152.0,126.0,105.0,158.0,85.0,92.0,125.0,114.0,66.0
296300.0,2963.0,815,93.0,69.0,69.0,51.0,63.0,54.0,38.0,33.0,42.0,34.0
296401.0,2964.01,330,46.0,20.0,24.0,32.0,23.0,16.0,17.0,11.0,10.0,23.0
296402.0,2964.02,396,86.0,17.0,21.0,15.0,25.0,21.0,17.0,16.0,22.0,27.0
296500.0,2965.0,841,173.0,56.0,27.0,27.0,49.0,37.0,31.0,51.0,50.0,32.0
296600.0,2966.0,2095,300.0,198.0,81.0,75.0,155.0,132.0,92.0,142.0,97.0,84.0
296901.0,2969.01,1026,172.0,99.0,33.0,61.0,55.0,67.0,37.0,52.0,68.0,31.0
296902.0,2969.02,703,110.0,67.0,27.0,38.0,53.0,31.0,42.0,27.0,41.0,21.0
297001.0,2970.01,191,28.0,6.0,16.0,14.0,9.0,16.0,15.0,11.0,7.0,10.0
297002.0,2970.02,569,97.0,28.0,43.0,29.0,35.0,23.0,25.0,10.0,27.0,31.0
297110.0,2971.1,1706,236.0,157.0,76.0,90.0,97.0,105.0,75.0,127.0,120.0,53.0
297120.0,2971.2,742,103.0,56.0,25.0,35.0,52.0,28.0,23.0,39.0,62.0,25.0
297201.0,2972.01,762,102.0,84.0,26.0,42.0,47.0,25.0,36.0,42.0,65.0,29.0
297202.0,2972.02,795,109.0,61.0,15.0,46.0,75.0,35.0,28.0,40.0,50.0,36.0
297300.0,2973.0,268,32.0,24.0,26.0,22.0,20.0,15.0,10.0,16.0,9.0,10.0
297400.0,2974.0,347,38.0,15.0,34.0,22.0,22.0,33.0,23.0,5.0,5.0,19.0
297501.0,2975.01,206,26.0,9.0,11.0,18.0,11.0,9.0,10.0,10.0,8.0,12.0
297502.0,2975.02,464,71.0,34.0,21.0,20.0,36.0,17.0,20.0,17.0,36.0,16.0
297601.0,2976.01,409,43.0,33.0,18.0,27.0,27.0,25.0,16.0,19.0,31.0,16.0
297602.0,2976.02,676,105.0,48.0,24.0,41.0,44.0,30.0,23.0,29.0,72.0,28.0
301601.0,3016.01,7,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
301702.0,3017.02,26,6.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
311100.0,3111.0,24,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,0.0
311200.0,3112.0,11,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
311400.0,3114.0,15,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
320201.0,3202.01,7,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
320300.0,3203.0,10,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
460800.0,4608.0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
530901.0,5309.01,23,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
532800.0,5328.0,15,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
532900.0,5329.0,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
535001.0,5350.01,87,19.0,4.0,4.0,0.0,1.0,0.0,1.0,18.0,4.0,1.0
535101.0,5351.01,174,18.0,16.0,7.0,1.0,7.0,1.0,5.0,38.0,8.0,6.0
535200.0,5352.0,36,9.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0
535400.0,5354.0,191,26.0,9.0,12.0,11.0,15.0,4.0,3.0,26.0,14.0,5.0
540400.0,5404.0,38,3.0,3.0,4.0,3.0,1.0,0.0,2.0,7.0,1.0,3.0
540501.0,5405.01,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
540600.0,5406.0,45,5.0,6.0,6.0,0.0,2.0,2.0,0.0,8.0,4.0,0.0
540700.0,5407.0,9,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
541003.0,5410.03,173,66.0,2.0,6.0,5.0,12.0,19.0,6.0,3.0,2.0,6.0
543400.0,5434.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543501.0,5435.01,47,17.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0
543502.0,5435.02,15,1.0,0.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0
543503.0,5435.03,13,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
600304.0,6003.04,60,3.0,8.0,0.0,0.0,4.0,1.0,4.0,4.0,3.0,0.0
600801.0,6008.01,12,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
602801.0,6028.01,79,6.0,8.0,1.0,2.0,3.0,1.0,3.0,12.0,13.0,1.0
603101.0,6031.01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
603200.0,6032.0,17,6.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
609900.0,6099.0,14,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
620001.0,6200.01,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
620101.0,6201.01,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650101.0,6501.01,23,12.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
650901.0,6509.01,38,9.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0
670701.0,6707.01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700102.0,7001.02,8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
700501.0,7005.01,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700802.0,7008.02,12,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
701602.0,7016.02,7,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
701701.0,7017.01,43,4.0,7.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,3.0
701801.0,7018.01,9,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
702102.0,7021.02,37,2.0,1.0,0.0,20.0,2.0,4.0,0.0,0.0,3.0,0.0
702502.0,7025.02,80,7.0,0.0,45.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0
702600.0,7026.0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
702802.0,7028.02,33,4.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,3.0
702803.0,7028.03,29,3.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0
702900.0,7029.0,32,4.0,2.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0
703200.0,7032.0,23,3.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0
930400.0,9304.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
980001.0,9800.01,79,10.0,6.0,3.0,4.0,3.0,4.0,2.0,8.0,5.0,2.0
980008.0,9800.08,1345,124.0,61.0,104.0,41.0,105.0,77.0,59.0,72.0,52.0,61.0
980009.0,9800.09,1757,51.0,100.0,759.0,25.0,131.0,36.0,98.0,62.0,32.0,63.0
980010.0,9800.1,847,43.0,152.0,108.0,4.0,44.0,18.0,50.0,29.0,29.0,23.0
980013.0,9800.13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980014.0,9800.14,938,200.0,45.0,30.0,8.0,84.0,81.0,30.0,62.0,34.0,44.0
980015.0,9800.15,508,53.0,35.0,20.0,28.0,31.0,60.0,33.0,31.0,31.0,30.0
980016.0,9800.16,18,1.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0
980017.0,9800.17,104,6.0,18.0,9.0,6.0,10.0,10.0,7.0,2.0,1.0,7.0
980019.0,9800.19,120,7.0,5.0,33.0,8.0,7.0,6.0,6.0,1.0,2.0,7.0
980020.0,9800.2,76,9.0,1.0,51.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
980021.0,9800.21,383,56.0,22.0,20.0,31.0,39.0,8.0,13.0,28.0,22.0,17.0
980022.0,9800.22,93,7.0,3.0,4.0,8.0,8.0,7.0,2.0,2.0,3.0,7.0
980023.0,9800.23,54,4.0,3.0,4.0,9.0,0.0,1.0,3.0,1.0,1.0,1.0
980024.0,9800.24,1152,71.0,94.0,187.0,30.0,73.0,44.0,50.0,98.0,30.0,67.0
980026.0,9800.26,72,7.0,8.0,10.0,8.0,2.0,7.0,1.0,3.0,2.0,4.0
980028.0,9800.28,8901,929.0,568.0,301.0,40.0,332.0,134.0,1425.0,139.0,190.0,227.0
980031.0,9800.31,1311,144.0,42.0,60.0,14.0,175.0,58.0,58.0,50.0,38.0,37.0
980038.0,9800.38,27,1.0,6.0,7.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0
980039.0,9800.39,237,5.0,33.0,6.0,3.0,17.0,0.0,10.0,10.0,1.0,2.0
