census_tract_id,census_tract_label,total_crimes,crime_vehicle___stolen,crime_battery___simple_ass,crime_burglary_from_vehicl,crime_theft_of_identity,crime_vandalism___felony_(,crime_burglary,crime_theft_plain___petty_,crime_assault_with_deadly_,crime_intimate_partner___s,crime_theft_from_motor_veh
231601.0,2316.01,435,76.0,27.0,15.0,38.0,36.0,18.0,20.0,24.0,38.0,23.0
231602.0,2316.02,728,103.0,85.0,23.0,34.0,34.0,33.0,31.0,63.0,33.0,32.0
231603.0,2316.03,612,90.0,61.0,27.0,26.0,38.0,16.0,15.0,53.0,39.0,36.0
231710.0,2317.1,982,125.0,117.0,27.0,62.0,57.0,24.0,35.0,79.0,71.0,47.0
231720.0,2317.2,1955,238.0,173.0,71.0,93.0,110.0,35.0,66.0,135.0,122.0,58.0
231800.0,2318.0,1634,219.0,110.0,28.0,48.0,81.0,32.0,65.0,127.0,94.0,43.0
231901.0,2319.01,1107,218.0,108.0,43.0,82.0,50.0,31.0,39.0,88.0,84.0,35.0
231902.0,2319.02,673,106.0,66.0,20.0,37.0,39.0,12.0,20.0,58.0,54.0,41.0
232110.0,2321.1,981,160.0,72.0,30.0,55.0,40.0,28.0,25.0,114.0,81.0,34.0
232120.0,2321.2,1579,229.0,148.0,48.0,121.0,84.0,35.0,39.0,154.0,155.0,43.0
232200.0,2322.0,734,107.0,57.0,23.0,30.0,61.0,33.0,26.0,53.0,52.0,41.0
232300.0,2323.0,860,165.0,45.0,38.0,67.0,58.0,29.0,25.0,57.0,38.0,35.0
232401.0,2324.01,1299,175.0,140.0,22.0,82.0,66.0,50.0,53.0,137.0,85.0,46.0
232402.0,2324.02,602,85.0,47.0,23.0,61.0,31.0,31.0,11.0,47.0,43.0,25.0
232500.0,2325.0,2320,320.0,219.0,90.0,134.0,111.0,102.0,109.0,246.0,100.0,62.0
232601.0,2326.01,275,39.0,16.0,7.0,25.0,9.0,7.0,9.0,23.0,18.0,6.0
232602.0,2326.02,1220,158.0,104.0,32.0,110.0,68.0,34.0,49.0,126.0,74.0,42.0
232701.0,2327.01,526,70.0,46.0,20.0,44.0,27.0,13.0,18.0,65.0,33.0,11.0
232702.0,2327.02,1718,278.0,153.0,61.0,88.0,79.0,54.0,54.0,193.0,106.0,39.0
232800.0,2328.0,1221,202.0,117.0,47.0,79.0,68.0,33.0,40.0,116.0,82.0,34.0
234001.0,2340.01,525,76.0,37.0,31.0,41.0,37.0,38.0,16.0,18.0,16.0,34.0
234002.0,2340.02,711,104.0,56.0,24.0,49.0,40.0,21.0,29.0,71.0,39.0,35.0
234200.0,2342.0,987,78.0,76.0,46.0,53.0,59.0,35.0,40.0,49.0,24.0,32.0
234301.0,2343.01,1291,143.0,132.0,44.0,65.0,94.0,42.0,58.0,135.0,59.0,31.0
234302.0,2343.02,826,127.0,48.0,24.0,92.0,62.0,30.0,33.0,40.0,56.0,42.0
234501.0,2345.01,849,115.0,71.0,27.0,74.0,40.0,25.0,30.0,76.0,48.0,24.0
234502.0,2345.02,431,53.0,57.0,11.0,32.0,28.0,22.0,16.0,31.0,25.0,13.0
234600.0,2346.0,1879,269.0,137.0,60.0,136.0,131.0,85.0,56.0,152.0,109.0,59.0
234700.0,2347.0,1257,144.0,79.0,33.0,88.0,80.0,54.0,57.0,131.0,62.0,26.0
234800.0,2348.0,731,136.0,29.0,31.0,74.0,48.0,32.0,20.0,47.0,42.0,31.0
234901.0,2349.01,592,80.0,35.0,27.0,92.0,39.0,15.0,22.0,40.0,45.0,18.0
234902.0,2349.02,1952,174.0,163.0,30.0,182.0,167.0,78.0,68.0,173.0,208.0,31.0
235100.0,2351.0,865,167.0,43.0,39.0,97.0,73.0,43.0,42.0,32.0,24.0,32.0
235201.0,2352.01,628,98.0,59.0,12.0,74.0,38.0,24.0,12.0,40.0,38.0,17.0
235202.0,2352.02,1653,224.0,114.0,41.0,212.0,86.0,68.0,68.0,157.0,106.0,42.0
236001.0,2360.01,865,71.0,46.0,39.0,92.0,45.0,75.0,54.0,54.0,29.0,42.0
236101.0,2361.01,1589,116.0,155.0,54.0,175.0,100.0,51.0,83.0,126.0,83.0,35.0
236102.0,2361.02,875,102.0,85.0,30.0,106.0,70.0,25.0,37.0,39.0,57.0,30.0
236203.0,2362.03,1099,98.0,87.0,38.0,189.0,53.0,24.0,43.0,88.0,72.0,37.0
236204.0,2362.04,1260,116.0,112.0,55.0,260.0,76.0,17.0,35.0,76.0,103.0,31.0
236205.0,2362.05,862,55.0,64.0,45.0,133.0,53.0,22.0,43.0,80.0,72.0,24.0
236206.0,2362.06,932,86.0,65.0,33.0,99.0,62.0,36.0,38.0,64.0,70.0,21.0
236400.0,2364.0,659,100.0,25.0,54.0,76.0,36.0,44.0,20.0,29.0,26.0,31.0
237101.0,2371.01,2322,344.0,196.0,48.0,80.0,94.0,73.0,114.0,185.0,107.0,65.0
237102.0,2371.02,1259,169.0,94.0,54.0,66.0,69.0,42.0,50.0,135.0,70.0,25.0
237201.0,2372.01,1000,158.0,81.0,23.0,64.0,42.0,78.0,27.0,94.0,66.0,31.0
237202.0,2372.02,1790,272.0,138.0,69.0,120.0,104.0,112.0,63.0,163.0,96.0,60.0
237300.0,2373.0,1715,272.0,118.0,44.0,110.0,118.0,70.0,60.0,128.0,120.0,56.0
237401.0,2374.01,983,154.0,61.0,25.0,63.0,52.0,26.0,32.0,106.0,75.0,43.0
237402.0,2374.02,1284,231.0,81.0,40.0,93.0,66.0,50.0,44.0,120.0,71.0,48.0
237500.0,2375.0,1169,152.0,80.0,36.0,98.0,67.0,30.0,36.0,122.0,80.0,42.0
237600.0,2376.0,2029,203.0,149.0,37.0,65.0,95.0,48.0,55.0,244.0,105.0,53.0
237710.0,2377.1,1662,192.0,134.0,51.0,96.0,83.0,57.0,53.0,171.0,112.0,61.0
237720.0,2377.2,1088,147.0,75.0,35.0,66.0,61.0,41.0,20.0,115.0,88.0,35.0
237800.0,2378.0,1332,222.0,95.0,70.0,112.0,49.0,34.0,25.0,133.0,66.0,50.0
237900.0,2379.0,1100,186.0,60.0,50.0,93.0,62.0,57.0,37.0,76.0,54.0,31.0
238000.0,2380.0,1765,266.0,113.0,64.0,153.0,98.0,59.0,50.0,194.0,133.0,31.0
238100.0,2381.0,1715,259.0,141.0,62.0,122.0,94.0,62.0,69.0,144.0,80.0,45.0
238200.0,2382.0,2123,321.0,177.0,72.0,157.0,125.0,76.0,64.0,173.0,146.0,54.0
238310.0,2383.1,1953,216.0,156.0,53.0,144.0,96.0,41.0,51.0,165.0,172.0,53.0
238320.0,2383.2,1985,220.0,147.0,78.0,116.0,109.0,51.0,60.0,283.0,120.0,51.0
238400.0,2384.0,1471,267.0,103.0,61.0,93.0,80.0,50.0,49.0,132.0,73.0,45.0
239201.0,2392.01,873,128.0,92.0,34.0,39.0,41.0,25.0,24.0,100.0,70.0,26.0
239202.0,2392.02,2066,431.0,184.0,63.0,103.0,107.0,98.0,80.0,154.0,121.0,80.0
239310.0,2393.1,1300,191.0,145.0,47.0,70.0,71.0,34.0,36.0,103.0,95.0,39.0
239320.0,2393.2,1257,229.0,110.0,34.0,80.0,71.0,29.0,47.0,123.0,86.0,52.0
239330.0,2393.3,735,157.0,80.0,19.0,25.0,33.0,25.0,38.0,47.0,40.0,16.0
239501.0,2395.01,1004,160.0,76.0,19.0,48.0,63.0,37.0,25.0,99.0,69.0,32.0
239502.0,2395.02,1050,181.0,71.0,18.0,87.0,53.0,20.0,25.0,85.0,70.0,45.0
239601.0,2396.01,1279,190.0,111.0,32.0,70.0,66.0,37.0,35.0,152.0,95.0,44.0
239602.0,2396.02,1269,133.0,94.0,33.0,66.0,73.0,31.0,33.0,95.0,98.0,29.0
239701.0,2397.01,1220,154.0,78.0,25.0,101.0,71.0,33.0,37.0,122.0,99.0,72.0
239702.0,2397.02,1660,218.0,154.0,22.0,102.0,82.0,42.0,64.0,208.0,122.0,57.0
239801.0,2398.01,1023,137.0,73.0,25.0,96.0,56.0,26.0,23.0,126.0,98.0,26.0
239802.0,2398.02,1636,221.0,118.0,39.0,103.0,79.0,74.0,72.0,143.0,122.0,50.0
240010.0,2400.1,1796,235.0,132.0,39.0,87.0,76.0,72.0,73.0,166.0,110.0,52.0
240020.0,2400.2,1525,289.0,112.0,38.0,81.0,67.0,37.0,41.0,180.0,97.0,65.0
240200.0,2402.0,2147,331.0,198.0,77.0,130.0,113.0,55.0,50.0,226.0,167.0,77.0
240301.0,2403.01,852,102.0,66.0,32.0,46.0,35.0,36.0,31.0,96.0,58.0,31.0
240302.0,2403.02,1249,157.0,86.0,51.0,81.0,72.0,41.0,37.0,139.0,91.0,30.0
240401.0,2404.01,1530,216.0,142.0,39.0,99.0,63.0,50.0,45.0,152.0,107.0,67.0
240402.0,2404.02,1688,220.0,147.0,56.0,76.0,72.0,56.0,67.0,167.0,104.0,59.0
240500.0,2405.0,2498,356.0,222.0,82.0,174.0,126.0,76.0,84.0,274.0,171.0,124.0
240600.0,2406.0,2607,406.0,193.0,61.0,168.0,120.0,69.0,93.0,283.0,167.0,124.0
240700.0,2407.0,1678,322.0,122.0,52.0,132.0,95.0,37.0,54.0,150.0,97.0,90.0
240800.0,2408.0,1720,263.0,97.0,53.0,337.0,76.0,32.0,41.0,128.0,127.0,67.0
240901.0,2409.01,672,91.0,52.0,16.0,77.0,34.0,13.0,12.0,78.0,39.0,35.0
240902.0,2409.02,1495,199.0,147.0,35.0,120.0,72.0,44.0,37.0,133.0,99.0,65.0
241001.0,2410.01,1602,195.0,118.0,35.0,168.0,76.0,35.0,53.0,225.0,94.0,73.0
241002.0,2410.02,1039,181.0,58.0,42.0,111.0,47.0,17.0,38.0,108.0,77.0,42.0
241110.0,2411.1,424,64.0,63.0,3.0,42.0,20.0,22.0,15.0,29.0,28.0,16.0
241120.0,2411.2,2773,343.0,219.0,58.0,202.0,143.0,48.0,66.0,269.0,199.0,202.0
241201.0,2412.01,968,134.0,73.0,26.0,55.0,63.0,20.0,29.0,118.0,76.0,28.0
241202.0,2412.02,2321,416.0,192.0,70.0,139.0,117.0,38.0,70.0,190.0,149.0,107.0
241300.0,2413.0,889,148.0,51.0,40.0,53.0,47.0,17.0,26.0,48.0,54.0,29.0
241400.0,2414.0,1274,188.0,102.0,46.0,133.0,64.0,38.0,32.0,136.0,95.0,56.0
242000.0,2420.0,1064,137.0,85.0,40.0,103.0,58.0,14.0,28.0,103.0,81.0,47.0
242100.0,2421.0,1263,119.0,92.0,33.0,73.0,78.0,34.0,67.0,100.0,67.0,29.0
242201.0,2422.01,651,99.0,42.0,11.0,65.0,26.0,24.0,26.0,50.0,53.0,17.0
242202.0,2422.02,806,94.0,63.0,20.0,69.0,50.0,18.0,23.0,97.0,69.0,23.0
242300.0,2423.0,1600,168.0,133.0,29.0,132.0,117.0,47.0,52.0,137.0,107.0,48.0
242600.0,2426.0,1816,175.0,157.0,36.0,221.0,94.0,36.0,38.0,162.0,164.0,38.0
242700.0,2427.0,1353,171.0,131.0,47.0,86.0,58.0,36.0,32.0,191.0,96.0,39.0
243001.0,2430.01,636,83.0,79.0,9.0,47.0,36.0,14.0,15.0,64.0,57.0,23.0
243002.0,2430.02,554,98.0,52.0,19.0,47.0,29.0,9.0,10.0,52.0,44.0,13.0
243100.0,2431.0,1595,163.0,118.0,89.0,183.0,113.0,26.0,40.0,155.0,112.0,38.0
261102.0,2611.02,463,16.0,22.0,15.0,51.0,29.0,74.0,24.0,12.0,17.0,8.0
261103.0,2611.03,188,16.0,4.0,15.0,14.0,9.0,30.0,9.0,3.0,4.0,9.0
261104.0,2611.04,225,11.0,17.0,23.0,26.0,11.0,31.0,12.0,7.0,7.0,8.0
261200.0,2612.0,419,25.0,28.0,20.0,73.0,24.0,44.0,27.0,6.0,10.0,13.0
262100.0,2621.0,466,24.0,29.0,8.0,51.0,24.0,90.0,30.0,6.0,9.0,10.0
262200.0,2622.0,705,44.0,51.0,39.0,82.0,31.0,98.0,50.0,4.0,25.0,29.0
262301.0,2623.01,200,13.0,13.0,29.0,20.0,8.0,33.0,10.0,3.0,6.0,6.0
262302.0,2623.02,402,31.0,24.0,27.0,36.0,22.0,55.0,33.0,8.0,11.0,13.0
262303.0,2623.03,232,15.0,7.0,10.0,49.0,13.0,41.0,11.0,2.0,8.0,9.0
262400.0,2624.0,223,13.0,14.0,15.0,37.0,10.0,34.0,9.0,2.0,1.0,7.0
262501.0,2625.01,353,18.0,21.0,45.0,26.0,24.0,31.0,13.0,2.0,3.0,14.0
262601.0,2626.01,174,9.0,7.0,3.0,43.0,5.0,24.0,8.0,2.0,11.0,3.0
262604.0,2626.04,985,55.0,41.0,290.0,74.0,48.0,95.0,57.0,6.0,19.0,52.0
262704.0,2627.04,583,33.0,37.0,106.0,38.0,24.0,34.0,40.0,12.0,15.0,32.0
262706.0,2627.06,507,33.0,31.0,54.0,44.0,29.0,60.0,34.0,10.0,7.0,21.0
262802.0,2628.02,489,48.0,34.0,30.0,47.0,25.0,73.0,20.0,7.0,4.0,27.0
264000.0,2640.0,533,39.0,28.0,29.0,47.0,21.0,107.0,25.0,5.0,8.0,24.0
264102.0,2641.02,423,31.0,15.0,43.0,49.0,22.0,37.0,42.0,4.0,9.0,23.0
264103.0,2641.03,367,24.0,19.0,29.0,30.0,35.0,43.0,23.0,7.0,13.0,15.0
264303.0,2643.03,548,45.0,20.0,52.0,59.0,39.0,77.0,50.0,4.0,10.0,29.0
264304.0,2643.04,725,65.0,42.0,72.0,62.0,45.0,39.0,51.0,12.0,26.0,46.0
264305.0,2643.05,694,42.0,27.0,78.0,40.0,55.0,103.0,43.0,13.0,9.0,26.0
264306.0,2643.06,357,23.0,9.0,40.0,29.0,25.0,34.0,33.0,3.0,6.0,19.0
265100.0,2651.0,366,19.0,21.0,19.0,46.0,22.0,40.0,12.0,6.0,14.0,5.0
265201.0,2652.01,331,15.0,14.0,7.0,61.0,27.0,32.0,20.0,4.0,15.0,10.0
265203.0,2652.03,244,19.0,16.0,15.0,28.0,21.0,18.0,15.0,5.0,7.0,6.0
265204.0,2652.04,1402,36.0,139.0,42.0,33.0,109.0,82.0,141.0,37.0,14.0,23.0
265301.0,2653.01,306,16.0,36.0,7.0,10.0,14.0,15.0,53.0,12.0,4.0,12.0
265303.0,2653.03,246,27.0,10.0,24.0,16.0,12.0,14.0,42.0,3.0,6.0,15.0
265304.0,2653.04,215,19.0,13.0,12.0,21.0,13.0,26.0,35.0,1.0,2.0,11.0
265306.0,2653.06,96,6.0,11.0,4.0,1.0,7.0,3.0,11.0,3.0,1.0,4.0
265307.0,2653.07,187,11.0,25.0,8.0,10.0,15.0,10.0,31.0,5.0,1.0,7.0
265410.0,2654.1,180,14.0,5.0,15.0,24.0,13.0,26.0,9.0,1.0,3.0,15.0
265420.0,2654.2,214,17.0,3.0,22.0,22.0,10.0,39.0,14.0,0.0,5.0,15.0
265521.0,2655.21,447,25.0,29.0,55.0,25.0,44.0,29.0,59.0,7.0,16.0,24.0
265522.0,2655.22,427,15.0,45.0,18.0,21.0,35.0,33.0,41.0,8.0,8.0,17.0
265523.0,2655.23,690,40.0,46.0,50.0,44.0,55.0,85.0,50.0,13.0,13.0,27.0
265524.0,2655.24,537,47.0,21.0,50.0,36.0,33.0,58.0,43.0,10.0,18.0,23.0
265601.0,2656.01,422,29.0,20.0,26.0,47.0,33.0,39.0,26.0,4.0,13.0,24.0
265602.0,2656.02,283,17.0,15.0,22.0,31.0,16.0,51.0,16.0,0.0,13.0,7.0
265701.0,2657.01,365,21.0,28.0,27.0,31.0,21.0,34.0,34.0,6.0,9.0,16.0
265702.0,2657.02,282,26.0,12.0,21.0,37.0,15.0,31.0,22.0,2.0,13.0,16.0
267101.0,2671.01,387,42.0,10.0,31.0,37.0,19.0,49.0,29.0,0.0,13.0,19.0
267102.0,2671.02,596,48.0,35.0,45.0,65.0,29.0,96.0,37.0,11.0,18.0,26.0
267201.0,2672.01,1018,95.0,71.0,62.0,66.0,71.0,123.0,64.0,34.0,16.0,58.0
267202.0,2672.02,986,69.0,77.0,75.0,73.0,77.0,129.0,69.0,19.0,16.0,46.0
267300.0,2673.0,1155,86.0,111.0,117.0,90.0,106.0,38.0,105.0,40.0,31.0,51.0
267403.0,2674.03,526,57.0,25.0,82.0,40.0,31.0,27.0,52.0,4.0,8.0,26.0
267404.0,2674.04,446,53.0,25.0,39.0,28.0,17.0,33.0,51.0,10.0,12.0,23.0
267405.0,2674.05,663,67.0,44.0,72.0,44.0,43.0,46.0,66.0,12.0,12.0,23.0
267406.0,2674.06,520,51.0,34.0,60.0,42.0,49.0,35.0,52.0,12.0,9.0,19.0
267502.0,2675.02,698,72.0,60.0,37.0,35.0,54.0,60.0,45.0,26.0,15.0,35.0
267503.0,2675.03,433,52.0,28.0,30.0,40.0,39.0,45.0,33.0,9.0,12.0,13.0
267504.0,2675.04,1999,63.0,26.0,57.0,57.0,39.0,34.0,89.0,12.0,12.0,24.0
267600.0,2676.0,1589,108.0,110.0,76.0,79.0,116.0,196.0,160.0,40.0,34.0,52.0
267700.0,2677.0,1289,101.0,67.0,140.0,62.0,87.0,137.0,123.0,18.0,25.0,57.0
267800.0,2678.0,1451,65.0,106.0,50.0,215.0,107.0,218.0,84.0,28.0,22.0,43.0
267901.0,2679.01,2113,28.0,122.0,89.0,61.0,91.0,45.0,181.0,18.0,14.0,18.0
267902.0,2679.02,653,53.0,20.0,61.0,65.0,37.0,112.0,39.0,5.0,14.0,27.0
269000.0,2690.0,767,85.0,34.0,60.0,68.0,49.0,92.0,41.0,7.0,20.0,33.0
269100.0,2691.0,734,80.0,34.0,58.0,59.0,55.0,75.0,41.0,10.0,15.0,36.0
269300.0,2693.0,716,65.0,82.0,62.0,48.0,51.0,89.0,29.0,9.0,12.0,36.0
269500.0,2695.0,536,72.0,42.0,36.0,53.0,23.0,68.0,26.0,4.0,16.0,19.0
269601.0,2696.01,1263,105.0,85.0,44.0,54.0,71.0,46.0,79.0,25.0,39.0,40.0
269602.0,2696.02,310,59.0,14.0,19.0,18.0,16.0,17.0,12.0,10.0,23.0,17.0
269700.0,2697.0,950,135.0,54.0,64.0,44.0,79.0,83.0,42.0,17.0,29.0,53.0
269800.0,2698.0,787,111.0,33.0,81.0,50.0,43.0,64.0,41.0,8.0,39.0,43.0
269903.0,2699.03,907,128.0,52.0,67.0,54.0,55.0,65.0,62.0,21.0,28.0,45.0
269905.0,2699.05,465,56.0,21.0,29.0,36.0,38.0,39.0,35.0,16.0,27.0,21.0
269906.0,2699.06,432,81.0,9.0,41.0,34.0,30.0,25.0,25.0,7.0,12.0,22.0
269907.0,2699.07,723,126.0,24.0,57.0,55.0,56.0,38.0,50.0,13.0,14.0,40.0
269908.0,2699.08,324,44.0,13.0,27.0,28.0,24.0,23.0,21.0,3.0,15.0,13.0
269909.0,2699.09,305,58.0,6.0,30.0,23.0,10.0,18.0,17.0,3.0,10.0,28.0
270101.0,2701.01,922,119.0,66.0,57.0,52.0,61.0,48.0,76.0,53.0,14.0,45.0
270102.0,2701.02,207,18.0,7.0,18.0,7.0,18.0,12.0,17.0,5.0,2.0,9.0
270200.0,2702.0,834,114.0,66.0,53.0,44.0,67.0,64.0,36.0,33.0,36.0,41.0
270300.0,2703.0,1165,103.0,100.0,53.0,41.0,93.0,143.0,55.0,77.0,51.0,48.0
271100.0,2711.0,619,56.0,35.0,55.0,42.0,37.0,75.0,50.0,14.0,6.0,32.0
271200.0,2712.0,678,71.0,50.0,39.0,36.0,47.0,61.0,42.0,20.0,16.0,32.0
271300.0,2713.0,982,112.0,43.0,70.0,59.0,46.0,137.0,61.0,22.0,11.0,58.0
271400.0,2714.0,395,45.0,12.0,24.0,32.0,18.0,68.0,16.0,4.0,8.0,17.0
271500.0,2715.0,440,38.0,12.0,26.0,39.0,26.0,97.0,25.0,6.0,5.0,22.0
271600.0,2716.0,587,48.0,19.0,57.0,40.0,29.0,74.0,47.0,10.0,21.0,35.0
271702.0,2717.02,999,99.0,51.0,82.0,84.0,62.0,71.0,100.0,32.0,23.0,72.0
271703.0,2717.03,432,54.0,14.0,65.0,32.0,22.0,45.0,19.0,5.0,5.0,33.0
271704.0,2717.04,673,85.0,28.0,74.0,62.0,42.0,68.0,59.0,6.0,15.0,46.0
271801.0,2718.01,710,88.0,28.0,37.0,57.0,45.0,59.0,62.0,18.0,26.0,58.0
271803.0,2718.03,337,32.0,24.0,17.0,20.0,20.0,36.0,23.0,8.0,13.0,11.0
271804.0,2718.04,358,47.0,25.0,31.0,13.0,13.0,25.0,22.0,5.0,9.0,30.0
271901.0,2719.01,481,61.0,23.0,40.0,33.0,27.0,44.0,36.0,16.0,11.0,46.0
271902.0,2719.02,815,96.0,37.0,50.0,42.0,44.0,91.0,57.0,32.0,13.0,39.0
272100.0,2721.0,795,89.0,46.0,54.0,40.0,46.0,73.0,41.0,25.0,22.0,42.0
272201.0,2722.01,170,23.0,3.0,12.0,8.0,11.0,7.0,9.0,4.0,6.0,13.0
272202.0,2722.02,527,61.0,21.0,24.0,51.0,32.0,31.0,33.0,12.0,23.0,34.0
272301.0,2723.01,301,45.0,19.0,27.0,23.0,16.0,18.0,17.0,4.0,7.0,15.0
272302.0,2723.02,536,72.0,25.0,25.0,56.0,37.0,29.0,32.0,20.0,18.0,25.0
273100.0,2731.0,1151,102.0,75.0,97.0,33.0,89.0,96.0,88.0,58.0,28.0,30.0
273200.0,2732.0,1063,99.0,89.0,59.0,40.0,88.0,68.0,83.0,51.0,24.0,41.0
273300.0,2733.0,1142,103.0,68.0,66.0,64.0,77.0,116.0,91.0,57.0,21.0,41.0
273403.0,2734.03,1234,56.0,185.0,60.0,30.0,66.0,72.0,89.0,173.0,44.0,15.0
273404.0,2734.04,1468,92.0,141.0,91.0,40.0,149.0,95.0,115.0,167.0,36.0,27.0
273502.0,2735.02,2246,144.0,277.0,92.0,54.0,148.0,168.0,184.0,225.0,51.0,55.0
273600.0,2736.0,1021,120.0,55.0,65.0,43.0,76.0,114.0,63.0,42.0,5.0,37.0
273700.0,2737.0,744,85.0,36.0,48.0,50.0,55.0,60.0,50.0,26.0,34.0,41.0
273800.0,2738.0,652,65.0,33.0,47.0,31.0,50.0,52.0,44.0,24.0,10.0,36.0
273902.0,2739.02,1441,119.0,95.0,120.0,54.0,121.0,144.0,102.0,75.0,47.0,36.0
274100.0,2741.0,1566,162.0,82.0,124.0,81.0,126.0,130.0,139.0,56.0,33.0,75.0
274202.0,2742.02,933,82.0,60.0,51.0,79.0,57.0,125.0,82.0,41.0,16.0,28.0
275101.0,2751.01,227,33.0,16.0,12.0,6.0,10.0,18.0,15.0,9.0,7.0,10.0
275102.0,2751.02,539,57.0,29.0,21.0,40.0,25.0,31.0,27.0,27.0,23.0,28.0
275200.0,2752.0,681,63.0,31.0,30.0,53.0,47.0,54.0,45.0,16.0,33.0,34.0
275311.0,2753.11,739,83.0,34.0,40.0,39.0,47.0,63.0,48.0,18.0,36.0,63.0
275312.0,2753.12,192,16.0,14.0,15.0,16.0,14.0,29.0,9.0,2.0,3.0,9.0
275313.0,2753.13,808,78.0,34.0,48.0,59.0,48.0,72.0,67.0,24.0,32.0,36.0
275400.0,2754.0,881,87.0,35.0,84.0,67.0,35.0,83.0,64.0,18.0,25.0,47.0
275500.0,2755.0,818,79.0,65.0,28.0,78.0,69.0,41.0,40.0,35.0,43.0,38.0
275603.0,2756.03,565,84.0,18.0,35.0,24.0,40.0,51.0,35.0,15.0,18.0,43.0
275604.0,2756.04,1396,128.0,28.0,111.0,98.0,62.0,184.0,144.0,19.0,42.0,83.0
275605.0,2756.05,1015,97.0,31.0,143.0,34.0,60.0,65.0,96.0,30.0,15.0,45.0
276000.0,2760.0,1231,164.0,44.0,98.0,74.0,50.0,128.0,107.0,28.0,37.0,65.0
276101.0,2761.01,532,69.0,16.0,37.0,20.0,20.0,30.0,44.0,16.0,16.0,22.0
276102.0,2761.02,1775,165.0,51.0,83.0,65.0,67.0,91.0,108.0,30.0,31.0,58.0
276400.0,2764.0,410,67.0,4.0,39.0,35.0,17.0,63.0,22.0,5.0,11.0,21.0
276500.0,2765.0,450,59.0,16.0,28.0,24.0,34.0,33.0,30.0,7.0,9.0,20.0
276601.0,2766.01,825,92.0,36.0,77.0,48.0,57.0,116.0,44.0,23.0,26.0,44.0
276605.0,2766.05,334,54.0,8.0,51.0,30.0,9.0,14.0,26.0,1.0,12.0,25.0
276606.0,2766.06,252,45.0,3.0,32.0,24.0,7.0,13.0,6.0,0.0,8.0,13.0
276607.0,2766.07,276,37.0,17.0,40.0,12.0,19.0,16.0,16.0,10.0,6.0,16.0
276608.0,2766.08,634,88.0,43.0,67.0,39.0,24.0,15.0,60.0,17.0,21.0,30.0
277000.0,2770.0,814,83.0,19.0,66.0,64.0,42.0,140.0,48.0,13.0,19.0,52.0
277100.0,2771.0,599,90.0,16.0,48.0,31.0,37.0,72.0,43.0,12.0,12.0,38.0
277200.0,2772.0,1977,389.0,88.0,95.0,55.0,89.0,60.0,87.0,42.0,47.0,126.0
277400.0,2774.0,402,54.0,22.0,77.0,7.0,23.0,11.0,29.0,15.0,17.0,12.0
278001.0,2780.01,1467,128.0,105.0,130.0,57.0,71.0,66.0,99.0,48.0,30.0,57.0
278102.0,2781.02,802,94.0,18.0,103.0,39.0,43.0,83.0,45.0,24.0,23.0,36.0
291110.0,2911.1,1213,188.0,102.0,39.0,96.0,81.0,55.0,42.0,98.0,81.0,39.0
291120.0,2911.2,849,178.0,38.0,34.0,29.0,49.0,54.0,39.0,63.0,39.0,35.0
291130.0,2911.3,802,177.0,47.0,31.0,33.0,42.0,32.0,32.0,56.0,35.0,34.0
291210.0,2912.1,959,247.0,58.0,37.0,69.0,49.0,42.0,54.0,43.0,65.0,37.0
291220.0,2912.2,492,83.0,34.0,21.0,50.0,22.0,21.0,16.0,36.0,33.0,24.0
291300.0,2913.0,996,191.0,52.0,92.0,25.0,64.0,45.0,50.0,39.0,36.0,65.0
292001.0,2920.01,1616,216.0,96.0,100.0,55.0,101.0,152.0,78.0,71.0,59.0,54.0
292002.0,2920.02,216,45.0,16.0,11.0,17.0,5.0,4.0,12.0,17.0,13.0,9.0
293203.0,2932.03,432,59.0,39.0,10.0,26.0,27.0,30.0,17.0,22.0,32.0,13.0
293204.0,2932.04,369,70.0,25.0,12.0,14.0,20.0,27.0,17.0,25.0,18.0,14.0
293205.0,2932.05,784,120.0,56.0,20.0,48.0,65.0,53.0,27.0,37.0,41.0,32.0
293206.0,2932.06,342,50.0,39.0,5.0,35.0,26.0,6.0,11.0,19.0,20.0,12.0
293301.0,2933.01,319,65.0,10.0,18.0,20.0,20.0,30.0,15.0,11.0,9.0,14.0
293302.0,2933.02,720,104.0,66.0,37.0,35.0,47.0,47.0,28.0,33.0,25.0,33.0
293304.0,2933.04,725,123.0,54.0,31.0,37.0,40.0,19.0,23.0,48.0,45.0,27.0
293306.0,2933.06,388,70.0,22.0,20.0,28.0,27.0,22.0,16.0,17.0,13.0,20.0
293307.0,2933.07,431,62.0,19.0,27.0,34.0,21.0,17.0,14.0,28.0,36.0,19.0
294110.0,2941.1,1020,80.0,46.0,18.0,43.0,49.0,62.0,38.0,44.0,33.0,28.0
294120.0,2941.2,415,79.0,29.0,12.0,20.0,28.0,14.0,12.0,15.0,25.0,24.0
294200.0,2942.0,859,145.0,68.0,16.0,41.0,59.0,45.0,19.0,51.0,56.0,36.0
294301.0,2943.01,524,73.0,37.0,11.0,15.0,24.0,107.0,12.0,22.0,18.0,28.0
294302.0,2943.02,944,143.0,104.0,39.0,46.0,50.0,38.0,33.0,50.0,78.0,41.0
294410.0,2944.1,976,135.0,51.0,51.0,92.0,52.0,54.0,40.0,51.0,59.0,41.0
