X,Y,FID,OBJECTID,LOCN,CATEGORY,CAT_DESC,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,SITE_POLY,MAP_POLY,LABEL,MAP_DESC,MPD_DESC,PLANREF1,INDEXCHTR,PHASE,CAL,ORIGNAME,CONFIG,CONGRESS,ASSEMBLY,BOE,LACOUNCIL,SENATE,SUPERVISOR,FULLNAME,CDSCODE,CHARTER,P_ESC,ESC,SCHOOL_ID,CCC,DLP,LD,P_LD,PREFCCC,PREFLOCN,ACTIVE,SCH_FLAG,SITE_ID,COS,COS_CCC,COSID,COS_ID,LOGRD,HIGRD,PIC_NAME,PHY_COS,LATITUDE,LONGITUDE,BSYS_TYP,BSYS_CLAS,YEAROPENED,PSC,PROP39,BOE_OLD,TYPEWEB,REGION,PHY_REGION,LAUSD_SCH,WEBLABEL,PRIORITY
-13176141.9953214,4040624.85069984,939,228,4808, , ,LAUREL CACT MAG,925 N HAYWORTH AVE,LOS ANGELES,90046,SP,M,Y,M_Y,Laurel CACT Mag,Magnet School,Span Magnet - Self Contained,0,Y, ,1 TRK,Laurel,K-8,30,51,4,5,24,3,Laurel Cinematic Arts & Creative Technologies Magnet School,19647336017818,N,WEST,W,4808,1480801,N,W,W,1480801,4808,Yes,Y,13359,Fairfax CoS,1352801,3528,3528,0,8,Laurel CACT Mag,Fairfax CoS,34.08799846,-118.36328519,SP,Span Magnet,1910, , ,4,M,W,W,Yes,Laurel CACT Mag, 
-13161369.8038382,4037475.78424129,940,268,2137, , ,ANN ES,126 E BLOOM ST,LOS ANGELES,90012,E,ES,Y,ES_Y,Ann St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,Ann St,K-5,34,54,2,1,26,1,Ann Street Elementary School,19647336015812,N,EAST,E,2137,1213701,N,E,E,1213701,2137,Yes,Y,13286,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,5,Ann St El,Lincoln Heights/El Sereno CoS,34.06456727,-118.23058436,E,Elementary School,1884, , ,2,ES,E,E,Yes,Ann St El, 
-13160220.3297348,4038114.84602678,941,269,2014, , ,ALBION ST ES,322 S AVE 18,LOS ANGELES,90031,E,ES,Y,ES_Y,Albion St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,3,1 TRK,Albion St,K-6,34,54,2,1,26,1,Albion Street Elementary School,19647336015705,N,EAST,E,2014,1201401,N,E,E,1201401,2014,Yes,Y,13296,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,6,Albion St El,Lincoln Heights/El Sereno CoS,34.06932284,-118.22025846,E,Elementary School,1892, , ,2,ES,E,E,Yes,Albion St El, 
-13184064.7945831,4032575.4521295,942,270,8481, , ,WEBSTER MS,11330 W GRAHAM PL,LOS ANGELES,90064,J,MS,Y,MS_Y,Webster Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Y, ,1 TRK,Webster Middle,6-8,36,55,4,11,28,3,Daniel Webster Middle School,19647336058358,N,WEST,W,8481,1848101,N,W,W,1848101,8481,Yes,Y,13741,West LA CoS,1354001,3540,3540,6,8,Webster MS,West LA CoS,34.02809261,-118.4344569,J,Middle School,1954, , ,4,MS,W,W,Yes,Webster MS, 
-13171930.7389536,4034365.1742281,943,273,2192, , ,ARLINGTON HTS ES,1717 7TH AVE,LOS ANGELES,90019,E,ES,Y,ES_Y,Arlington Heights,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Arlington Heights,K-5,37,55,1,10,28,2,Arlington Heights Elementary School,19647336015861,N,WEST,W,2192,1219201,N,W,W,1219201,2192,Yes,Y,15202,LA Mid-City CoS,1353501,3535,3535,0,5,Arlington Hts El,LA Mid-City CoS,34.04141587,-118.32545484,E,Elementary School,1910, , ,1,ES,W,W,Yes,Arlington Hts El, 
-13152665.7717695,4034127.63988451,944,431,4767, , ,LANE ES,1500 AVE CESAR CHAVEZ,MONTEREY PARK,91754,E,ES,Y,ES_Y,Lane,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Lane,K-6,28,49,2,MP,25,1,Robert Hill Lane Elementary School,19647336018931,N,EAST,E,4767,1476701,N,E,E,1476701,4767,Yes,Y,13629,East Los Angeles CoS,1349801,3498,3498,0,6,Lane El,East Los Angeles CoS,34.0396477,-118.15239473,E,Elementary School,1949, , ,5,ES,E,E,Yes,Lane El, 
-13152767.5703627,4032563.65838059,945,432,3973, , ,4TH ST ES,420 S AMALIA AVE,LOS ANGELES,90022,E,ES,Y,ES_Y,4th St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,4th St,2-5,34,52,2,CO,26,1,4th Street Elementary School,19647336017164,N,EAST,E,3973,1397301,N,E,E,1397301,3973,Yes,Y,13482,East Los Angeles CoS,1349801,3498,3498,2,5,4th St El,East Los Angeles CoS,34.02800479,-118.1533092,E,Elementary School,1926, , ,2,ES,E,E,Yes,4th St El, 
-13153695.8033685,4033117.72613071,946,433,8168, , ,GRIFFITH MS STEAM MAG,4765 E 4TH ST,LOS ANGELES,90022,JS,M,Y,M_Y,Griffith MS STEAM Mag,Magnet School,Middle School Magnet - Self Contained,0,Y, ,1 TRK,Griffith Middle,6-8,34,52,2,CO,26,1,David Wark Griffith Middle School STEAM Magnet,19647336058036,N,EAST,E,8168,1816801,N,E,E,1816801,8168,Yes,Y,13646,East Los Angeles CoS,1349801,3498,3498,6,8,Griffith MS STEAM Mg,East Los Angeles CoS,34.03212968,-118.16164766,JS,Magnet-Self Contained (Middle),1939, , ,2,M,E,E,Yes,Griffith MS STEAM Mg, 
-13181329.4869141,4026500.44490502,947,434,6110, , ,PLAYA DEL REY ES,12221 JUNIETTE ST,CULVER CITY,90230,E,ES,Y,ES_Y,Playa Del Rey,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Playa Del Rey,K-5,36,55,4,11,28,2,Playa Del Rey Elementary School,19647336018741,N,WEST,W,6110,1611001,N,W,W,1611001,6110,Yes,Y,13559,Venice CoS,1353901,3539,3539,0,5,Playa Del Rey El,Venice CoS,33.9828527,-118.40988522,E,Elementary School,1927, , ,4,ES,W,W,Yes,Playa Del Rey El, 
-13180913.1368489,4025130.16650073,948,435,3260, , ,COWAN AVE ES,7615 COWAN AVE,LOS ANGELES,90045,E,ES,Y,ES_Y,Cowan Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,1,1 TRK,Cowan Ave,K-5,36,61,4,11,28,2,Cowan Avenue Elementary School,19647336016646,N,WEST,W,3260,1326001,N,W,W,1326001,3260,Yes,Y,13622,Westchester CoS,1354201,3542,3542,0,5,Cowan Ave El,Westchester CoS,33.97264506,-118.40614509,E,Elementary School,1949, , ,4,ES,W,W,Yes,Cowan Ave El, 
-13180671.728791,4024468.08390938,949,436,8493, , ,WRIGHT ENG DES MAG,6550 W 80TH ST,LOS ANGELES,90045,JS,M,Y,M_Y,Wright Eng Des Mag,Magnet School,Middle School Magnet - Self Contained,0,Y, ,1 TRK,Wright Middle,6-8,36,61,4,11,28,2,Orville Wright Engineering and Design Magnet School,19647336058382,N,WEST,W,8493,1849301,N,W,W,1849301,8493,Yes,Y,13738,Westchester CoS,1354201,3542,3542,6,8,Wright Eng Des Mag,Westchester CoS,33.96771255,-118.40397648,JS,Magnet-Self Contained (Middle),1956, , ,4,M,W,W,Yes,Wright Eng Des Mag, 
-13164376.9799552,4032686.39766358,950,187,6507, , ,SAN PEDRO ST ES,1635 S SAN PEDRO,LOS ANGELES,90015,E,ES,Y,ES_Y,San Pedro St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,San Pedro St,K-5,37,57,5,14,28,1,San Pedro Street Elementary School,19647336019053,N,EAST,E,6507,1650701,N,C,C,1650701,6507,Yes,Y,13279,South Los Angeles CoS,1349101,3491,3491,0,5,San Pedro St El,South Los Angeles CoS,34.02891858,-118.25759828,E,Elementary School,1866, , ,2,ES,E,E,Yes,San Pedro St El, 
-13173546.0269184,4032633.2808433,951,274,7575, , ,VIRGINIA RD ES,2925 VIRGINIA RD,LOS ANGELES,90016,E,ES,Y,ES_Y,Virginia Rd,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Virginia Rd,K-5,37,55,1,10,28,2,Virginia Road Elementary School,19647336019806,N,WEST,W,7575,1757501,N,W,W,1757501,7575,Yes,Y,13504,LA Mid-City CoS,1353501,3535,3535,0,5,Virginia Rd El,LA Mid-City CoS,34.02852314,-118.33996522,E,Elementary School,1924, , ,1,ES,W,W,Yes,Virginia Rd El, 
-13173030.0435139,4038206.32944089,952,275,7110, , ,3RD ST ES,201 S JUNE ST,LOS ANGELES,90004,E,ES,Y,ES_Y,3rd St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,3rd St,K-5,30,51,4,5,26,2,3rd Street Elementary School,19647336019467,N,WEST,W,7110,1711001,N,W,W,1711001,7110,Yes,Y,13399,Fairfax CoS,1352801,3528,3528,0,5,3rd St El,Fairfax CoS,34.0700036,-118.33533006,E,Elementary School,1924, , ,1,ES,W,W,Yes,3rd St El, 
-13188320.6201896,4028255.41942509,953,276,1686, , ,SKL CTR-VENICE,611 5TH AVE,VENICE,90291,M,O,Y,O_Y,Venice Skills Center,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Skill Center,0,Y, , ,Venice Skills Center, ,36,61,4,11,24,3,Venice Skills Center,19647331995638,N,WEST,W,1686,1168601,N,W,W,1168601,1686,Yes,N,13452, , ,0, ,0,0,Venice Skills Center,Venice CoS,33.99592428,-118.47268763,M,Skill Center,0, , ,4,O,XY,W, ,Venice Skills Center, 
-13187159.2437548,4028409.30949512,954,277,2534, , ,BROADWAY ES,1015 LINCOLN BLVD,VENICE,90291,E,ES,Y,ES_Y,Broadway,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Broadway,K-5,36,61,4,11,24,3,Broadway Elementary School,19647336016125,N,WEST,W,2534,1253401,N,W,W,1253401,2534,Yes,Y,13533,Venice CoS,1353901,3539,3539,0,5,Broadway El,Venice CoS,33.99707041,-118.46225481,E,Elementary School,1926, , ,4,ES,W,W,Yes,Broadway El, 
-13186139.7482274,4027414.47969668,955,278,6342, , ,COEUR D ALENE AVE ES,810 COEUR D'ALENE AVE,VENICE,90291,E,ES,Y,ES_Y,Coeur D'Alene Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Coeur D'Alene Ave,K-5,36,61,4,11,24,3,Coeur D'Alene Avenue Elementary School,19647336016539,N,WEST,W,6342,1634201,N,W,W,1634201,6342,Yes,Y,13578,Venice CoS,1353901,3539,3539,0,5,Coeur D Alene Ave El,Venice CoS,33.98966096,-118.45309653,E,Elementary School,1926, , ,4,ES,W,W,Yes,Coeur D Alene Ave El, 
-13165415.1793579,4045305.48614426,956,279,4164, , ,GLENFELIZ BLVD ES,3955 GLENFELIZ BLVD,LOS ANGELES,90039,E,ES,Y,ES_Y,Glenfeliz Blvd,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Glenfeliz Blvd,K-6,30,52,5,13,26,1,Glenfeliz Boulevard Elementary School,19647336017305,N,EAST,E,4164,1416401,N,C,C,1416401,4164,Yes,Y,13526,Glassell Park/Los Feliz CoS,1349201,3494,3494,0,6,Glenfeliz Blvd El,Glassell Park/Los Feliz CoS,34.12281356,-118.26692458,E,Elementary School,1926, , ,5,ES,W,W,Yes,Glenfeliz Blvd El, 
-13180779.5486462,4023735.64451934,957,437,4712, , ,KENTWOOD ES,8401 EMERSON AVE,LOS ANGELES,90045,E,ES,Y,ES_Y,Kentwood,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,Kentwood,K-5,36,61,4,11,28,2,Kentwood Elementary School,19647336017719,N,WEST,W,4712,1471201,N,W,W,1471201,4712,Yes,Y,13589,Westchester CoS,1354201,3542,3542,0,5,Kentwood El,Westchester CoS,33.96225556,-118.40494504,E,Elementary School,1945, , ,4,ES,W,W,Yes,Kentwood El, 
-13178946.8156185,4024379.13659952,958,438,7712, , ,WESTPORT HTS ES,6011 W 79TH ST,LOS ANGELES,90045,E,ES,Y,ES_Y,Westport Heights,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,3,1 TRK,Westport Heights,K-5,36,61,4,11,28,2,Westport Heights Elementary School,19647336019921,N,WEST,W,7712,1771201,N,W,W,1771201,7712,Yes,Y,13592,Westchester CoS,1354201,3542,3542,0,5,Westport Hts El,Westchester CoS,33.96704988,-118.38848133,E,Elementary School,1945, , ,4,ES,W,W,Yes,Westport Hts El, 
-13182577.4375412,4023104.11738312,959,440,5014, , ,LOYOLA VILLAGE FPA MAG,8821 VILLANOVA AVE,LOS ANGELES,90045,ES,M,Y,M_Y,Loyola Villg FPA Mag,Magnet School,Elementary School Magnet - Self Contained,0,Y,2,1 TRK,Loyola Village,K-5,36,61,4,11,24,2,Loyola Village Fine/Performing Arts Magnet  Elementary School,19647336017982,N,WEST,W,5014,1501401,N,W,W,1501401,5014,Yes,Y,13602,Westchester CoS,1354201,3542,3542,0,5,Loyola Villg El F/PAM,Westchester CoS,33.95755013,-118.42109575,ES,Magnet-Self Contained (Elem),1947, , ,4,M,W,W,Yes,Loyola Villg El F/PAM, 
-13165330.2568395,4033516.08983397,960,188,9058, , ,FRIEDMAN OCC CTR,1646 S OLIVE ST,LOS ANGELES,90015,L,O,Y,O_Y,Friedman Occup Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Regional Occupation Center,0,Y, , ,Friedman Occup Ctr, ,37,57,2,14,28,1,Abram Friedman Occupational Center,19647331931278,N,EAST,E,9058,1905801,N,C,C,1905801,9058,Yes,N,13462, , ,0, ,0,0,Friedman Occ Ctr,South Los Angeles CoS,34.03509527,-118.26616171,L,Regional Occupational Center,0, , ,2,O,XY,E, ,Friedman Occ Ctr, 
-13163272.6673425,4033648.75739599,961,190,5505, , ,9TH ST,835 STANFORD AVE,LOS ANGELES,90021,E,ES,Y,ES_Y,9th St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,9th St,K-5,37,57,2,14,28,1,9th Street Elementary School,19647336104814,N,EAST,E,5505,1550501,N,C,C,1550501,5505,Yes,Y,13268,South Los Angeles CoS,1349101,3491,3491,0,5,9th St El,South Los Angeles CoS,34.03608288,-118.24767807,E,Elementary School,1890, , ,2,ES,E,E,Yes,9th St El, 
-13160701.5375469,4035419.45504276,962,191,7370, , ,UTAH ST ES,255 GABRIEL GARCIA MARQUEZ ST,LOS ANGELES,90033,EJ,SS,Y,SS_Y,Utah St,"Span School (Span School, Special Ed School)",Span School,0,Y,6,1 TRK,Utah St,K-8,34,54,2,14,26,1,Utah Street Elementary School,19647336019632,N,EAST,E,7370,1737001,N,E,E,1737001,7370,Yes,Y,13328,Boyle Heights CoS,1349701,3497,3497,0,8,Utah St El,Boyle Heights CoS,34.04926329,-118.22458123,EJ,Span Schools (Not Magnets),1904, , ,2,SS,E,E,Yes,Utah St El, 
-13164955.2223214,4036611.73990424,963,194,2385, , ,GRATTS LRNG ACAD FOR YOUNG SCHOLARS,309 LUCAS AVE,LOS ANGELES,90017,E,ES,Y,ES_Y,Gratts Lrng Acad for Young Scholars,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,Gratts,K-5,34,54,2,1,26,1,Evelyn Thurman Gratts Academy for Young Scholars Elementary School,19647336113419,N,EAST,XP,2385,1238501,N,C,C,1238501,2385,Yes,Y,13829,MacArthur Park CoS,1348901,3489,3489,0,5,Gratts LA for YS,MacArthur Park CoS,34.05813706,-118.26279272,E,Elementary School,1996, , ,2,ES,E,E,Yes,Gratts LA for YS, 
-13157535.1599486,4038124.45848059,964,495,0243, , ,REGION EAST ADM OFF,2151 N SOTO ST,LOS ANGELES,90032,R,A,Y,A_Y,Region East Admin Off,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Local District Office,0,Y, , ,Local District 5 Office, ,34,52,2,14,26,1,Region East Administrative Office, ,N,EAST,E,0243,1024301,N,E,E,1024301,0243,Yes,N,0, , ,0, ,0,0, ,Lincoln Heights/El Sereno CoS,34.06939437,-118.19613717,R,Local District Office,0, , ,2,A,ZA,E, ,Region East Adm Off, 
-13164030.8670854,4044263.04115818,965,280,2233, , ,ATWATER ES,3271 SILVER LAKE BLVD,LOS ANGELES,90039,E,ES,Y,ES_Y,Atwater Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,Atwater Ave,K-6,30,52,5,13,26,1,Atwater Avenue Elementary School,19647336015895,N,EAST,E,2233,1223301,N,C,C,1223301,2233,Yes,Y,13457,Glassell Park/Los Feliz CoS,1349201,3494,3494,0,6,Atwater Ave El,Glassell Park/Los Feliz CoS,34.11506097,-118.25448909,E,Elementary School,1923, , ,5,ES,W,W,Yes,Atwater Ave El, 
-13162594.5012444,4044454.42312276,966,281,8189, , ,IRVING AMME MAG,3010 ESTARA AVE,LOS ANGELES,90065,JS,M,Y,M_Y,Irving AMME Mag,Magnet School,Middle School Magnet - Self Contained,0,Y,3,1 TRK,Irving Middle,6-8,34,52,5,13,26,1,Washington Irving Advanced Math Music Engineering Magnet Middle School,19647336058077,N,EAST,E,8189,1818901,N,C,C,1818901,8189,Yes,Y,13583,Glassell Park/Los Feliz CoS,1349201,3494,3494,6,8,Irving MS MME Mag,Glassell Park/Los Feliz CoS,34.11648432,-118.241586,JS,Magnet-Self Contained (Middle),1937, , ,5,M,W,W,Yes,Irving MS MME Mag, 
-13159811.2191434,4040415.93933971,967,282,4959, , ,LORETO ST ES,3408 ARROYO SECO AVE,LOS ANGELES,90065,E,ES,Y,ES_Y,Loreto St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,Loreto St,K-5,34,52,2,1,26,1,Loreto Street Elementary School,19647336017958,N,EAST,E,4959,1495901,N,E,E,1495901,4959,Yes,Y,13301,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,5,Loreto St El,Lincoln Heights/El Sereno CoS,34.08644421,-118.21658336,E,Elementary School,1907, , ,5,ES,E,E,Yes,Loreto St El, 
-13184034.6040228,4031003.28140017,968,283,5192, , ,MAR VISTA ES,3330 GRANVILLE AVE,LOS ANGELES,90066,E,ES,Y,ES_Y,Mar Vista,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Mar Vista,K-5,36,55,4,11,28,3,Mar Vista Elementary School,19647336018048,N,WEST,W,5192,1519201,N,W,W,1519201,5192,Yes,Y,13603,Venice CoS,1353901,3539,3539,0,5,Mar Vista El,Venice CoS,34.01638714,-118.4341857,E,Elementary School,1947, , ,4,ES,W,W,Yes,Mar Vista El, 
-13183800.211263,4027454.20242548,969,284,6740, , ,SHORT AVE ES,12814 MAXELLA AVE,LOS ANGELES,90066,E,ES,Y,ES_Y,Short Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Short Ave,K-5,36,55,4,11,28,2,Short Avenue Elementary School,19647336019202,N,WEST,W,6740,1674001,N,W,W,1674001,6740,Yes,Y,13679,Venice CoS,1353901,3539,3539,0,5,Short Ave El,Venice CoS,33.98995682,-118.43208011,E,Elementary School,1947, , ,4,ES,W,W,Yes,Short Ave El, 
-13173975.1958866,4029975.19674272,970,444,1949, , ,MARLTON SCHOOL,4000 SANTO TOMAS DR,LOS ANGELES,90008,H,SS,Y,SS_Y,Marlton School,"Span School (Span School, Special Ed School)",Handicapped (Special Ed),0,Y,1,1 TRK,Marlton School (Spec),PK-12,37,55,1,8,28,2,Marlton School,19647336060529,N,WEST,W,1949,1194901,N,W,W,1194901,1949,Yes,Y,13860,Hamilton CoS,1353301,3533,3533,0,12,Marlton School,LA Mid-City CoS,34.00873174,-118.34382051,H,Special Education,1968, , ,1,SS,W,W,Yes,Marlton School, 
-13170308.3010172,4031924.48719961,971,445,7164, , ,BRIGHT ES,1771 W 36TH ST,LOS ANGELES,90018,E,ES,Y,ES_Y,Bright,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Bright,K-5,37,55,1,8,28,2,Birdielee V. Bright Elementary School,19647336019491,N,WEST,W,7164,1716401,N,W,W,1716401,7164,Yes,Y,13306,LA Mid-City CoS,1353501,3535,3535,0,5,Bright El,LA Mid-City CoS,34.02324609,-118.31088024,E,Elementary School,1899, , ,1,ES,W,W,Yes,Bright El, 
-13168549.0705571,4035520.57597695,972,328,8057, , ,BERENDO MS,1157 S BERENDO ST,LOS ANGELES,90006,J,MS,Y,MS_Y,Berendo Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Y,4,1 TRK,Berendo Middle,6-8,34,54,5,1,26,2,Berendo Middle School,19647336061402,N,EAST,E,8057,1805701,N,C,C,1805701,8057,Yes,Y,13274,Koreatown/Pico-Union CoS,1349501,3495,3495,6,8,Berendo MS,Koreatown/Pico-Union CoS,34.05001594,-118.2950768,J,Middle School,1896, , ,2,MS,W,W,Yes,Berendo MS, 
-13167697.7815881,4034663.43217911,973,329,5055, , ,MAGNOLIA AVE ES,1626 S ORCHARD AVE,LOS ANGELES,90006,E,ES,Y,ES_Y,Magnolia Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,Magnolia Ave,K-5,34,54,5,1,26,1,Magnolia Avenue Elementary School,19647336017990,N,EAST,E,5055,1505501,N,C,C,1505501,5055,Yes,Y,13302,Koreatown/Pico-Union CoS,1349501,3495,3495,0,5,Magnolia Ave El,Koreatown/Pico-Union CoS,34.043636,-118.28742954,E,Elementary School,1907, , ,2,ES,W,W,Yes,Magnolia Ave El, 
-13168747.6373292,4034008.62550221,974,331,1955, , ,SALVIN SP ED CTR,1925 BUDLONG AVE,LOS ANGELES,90007,H,ES,Y,ES_Y,Salvin Spec Ed Ctr,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Handicapped (Special Ed),0,Y, ,1 TRK,Salvin Spec Ed Ctr,K-10,34,54,5,1,26,2,Sophia T. Salvin Special Education Center,19647336060586,N,EAST,E,1955,1195501,N,C,C,1195501,1955,Yes,Y,13275,Manual Arts/Vermont Square CoS,1349401,3492,3492,0,10,Salvin Sp Ed Ctr,Manual Arts/Vermont Square CoS,34.03876178,-118.29686056,H,Special Education,1896, , ,2,ES,S,S,Yes,Salvin Sp Ed Ctr, 
-13159336.8619171,4037985.34674557,975,196,4301, , ,GRIFFIN AVE ES,2025 GRIFFIN AVE,LOS ANGELES,90031,E,ES,Y,ES_Y,Griffin Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Griffin Ave,K-5,34,52,2,1,26,1,Griffin Avenue Elementary School,19647336017396,N,EAST,E,4301,1430101,N,E,E,1430101,4301,Yes,Y,13284,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,5,Griffin Ave El,Lincoln Heights/El Sereno CoS,34.0683592,-118.21232214,E,Elementary School,1882, , ,2,ES,E,E,Yes,Griffin Ave El, 
-13157251.6613032,4037946.50318806,976,197,5425, , ,MULTNOMAH ST ES,2101 N INDIANA AVE,LOS ANGELES,90032,E,ES,Y,ES_Y,Multnomah St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,Multnomah St,K-5,34,52,2,14,26,1,Multnomah Street Elementary School,19647336018253,N,EAST,E,5425,1542501,N,E,E,1542501,5425,Yes,Y,13631,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,5,Multnomah St El,Lincoln Heights/El Sereno CoS,34.06807015,-118.19359046,E,Elementary School,1949, , ,2,ES,E,E,Yes,Multnomah St El, 
-13155668.1563532,4039228.88628025,977,244,3740, , ,FARMDALE ES,2660 RUTH SWIGGETT DR,LOS ANGELES,90032,E,ES,Y,ES_Y,Farmdale,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,Farmdale,K-5,34,52,2,14,26,1,Farmdale Elementary School,19647336017008,N,EAST,E,3740,1374001,N,E,E,1374001,3740,Yes,Y,15166,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,5,Farmdale El,Lincoln Heights/El Sereno CoS,34.07761233,-118.1793656,E,Elementary School,1915, , ,2,ES,E,E,Yes,Farmdale El, 
-13155410.7796468,4040906.70772419,978,245,3562, , ,EL SERENO ES,3838 ROSEMEAD AVE,LOS ANGELES,90032,E,ES,Y,ES_Y,El Sereno,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,El Sereno,K-6,34,52,2,14,26,1,El Sereno Elementary School,19647336016877,N,EAST,E,3562,1356201,N,E,E,1356201,3562,Yes,Y,13387,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,6,El Sereno El,Lincoln Heights/El Sereno CoS,34.09009534,-118.17705354,E,Elementary School,1915, , ,5,ES,E,E,Yes,El Sereno El, 
