X,Y,FID,OBJECTID,LOCN,CATEGORY,CAT_DESC,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,SITE_POLY,MAP_POLY,LABEL,MAP_DESC,MPD_DESC,PLANREF1,INDEXCHTR,PHASE,CAL,ORIGNAME,CONFIG,CONGRESS,ASSEMBLY,BOE,LACOUNCIL,SENATE,SUPERVISOR,FULLNAME,CDSCODE,CHARTER,P_ESC,ESC,SCHOOL_ID,CCC,DLP,LD,P_LD,PREFCCC,PREFLOCN,ACTIVE,SCH_FLAG,SITE_ID,COS,COS_CCC,COSID,COS_ID,LOGRD,HIGRD,PIC_NAME,PHY_COS,LATITUDE,LONGITUDE,BSYS_TYP,BSYS_CLAS,YEAROPENED,PSC,PROP39,BOE_OLD,TYPEWEB,REGION,PHY_REGION,LAUSD_SCH,WEBLABEL,PRIORITY
-13160206.5787089,4038027.52680748,1,269,9500, , ,ALBION ST EEC,348 S AVE 18,LOS ANGELES,90031,Z,ES,Y,ES_Y,Albion St EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,3, ,Albion St, ,34,54,2,1,26,1,Albion Street Early Education Center, ,N,EAST,E,9500,1950001,N,E,E,1950001,9500,Yes,N,16685,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,0,Albion St EEC,Lincoln Heights/El Sereno CoS,34.06867307,-118.22013493,Z,Early Education Center,0, , ,2,ES,E,E,Yes,Albion St EEC, 
-13168947.234532,4039388.69029907,2,264,9501, , ,ALEXANDRIA AVE EEC,4304 ROSEWOOD AVE,LOS ANGELES,90004,Z,ES,Y,ES_Y,Alexandria Ave EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,3, ,Alexandria Ave, ,34,54,2,13,26,3,Alexandria Avenue Early Education Center, ,N,EAST,E,9501,1950101,N,C,C,1950101,9501,Yes,N,16686,Downtown CoS,1348901,3487,3487,0,0,Alexandria Ave EEC,Downtown CoS,34.07880136,-118.29865357,Z,Early Education Center,0, , ,2,ES,E,E,Yes,Alexandria Ave EEC, 
-13192911.6468659,4066300.41039217,3,664,9314, , ,KENNEDY-SAN FERN AD,11254 GOTHIC AVE,GRANADA HILLS,91344,A,O,Y,O_Y,Rinaldi Adult Center,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,Y, , ,Rinaldi Adult Center, ,27,40,3,12,27,3,Rinaldi Adult Center, ,N,NORTH,N,9314,1931401,N,NW,NW,1931401,9314,Yes,N,13264, , ,0, ,0,0, ,Kennedy/NAHS/VAAS CoS,34.27879987,-118.51392949,A,Community Adult School,0, , ,3,O, ,N, ,Rinaldi Adult Center, 
-13164009.2824739,4036830.41669971,4,756,1400, , ,BSD-TRANSPORTATION OFFICE,115 N BEAUDRY AVE,LOS ANGELES,90012,X,A,N,A_N,Transportation Branch Office,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Y, , ,Transportation Branch Office, ,34,52,2,1,26,1,Transportation Branch Office, ,N,EAST,E,1400,1140001,N,C,C,1140001,1400,Yes,N,0, , ,0, ,0,0, ,Downtown CoS,34.0597645,-118.2542952,X,Central Office,0, , ,2,A,ZA,E, ,Transportation Branch Office, 
-13168586.8475475,4034106.13467581,5,0,2941, , ,CASTELLANOS ES,1723 W CORDOVA ST,LOS ANGELES,90007,E,ES,Y,ES_Y,Castellanos,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,N, ,1 TRK,Central Region ES #15, ,34,54,5,1,26,2,Jose A. Castellanos Elementary School, ,N,EAST,E,2941,1294101,N,C,C,1294101,2941,Yes,N,0, , ,0, ,0,0, ,Manual Arts/Vermont Square CoS,34.03948763,-118.29541616,E,Elementary School,0, , ,2,ES, ,S, ,Castellanos, 
-13165208.2644758,4039027.74827961,6,0,2940, , ,CISNEROS LRNG ACAD,1018 MOHAWK ST,LOS ANGELES,90026,EJ,SS,Y,SS_Y,Cisneros Lrng Acad,"Span School (Span School, Special Ed School)",Span School,0,Y,Phase 2,1 TRK,Central Region ES #14, ,30,52,2,13,26,1,Sandra Cisneros Learning Academies, ,N,EAST,E,2940,1294001,N,C,C,1294001,2940,Yes,N,14583, , ,0, ,0,0, ,Downtown CoS,34.07611574,-118.26506583,EJ,Span Schools (Not Magnets),0, , ,5,SS, ,E, ,Cisneros Lrng Acad, 
-13156789.6744112,4022313.54962131,7,0,6874, , ,AZALEA ACAD,8929 KAUFMAN AVE,SOUTH GATE,90280,E,ES,Y,ES_Y,Azalea Acad,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, , ,South Region ES #4, ,44,62,5,SG,33,4,Azalea Academies, ,N,SOUTH,S,6874b,1687401,N,E,E,1687401,6874,Yes,N,193555, , ,0, ,0,0, ,South Gate CoS,33.95165932,-118.18944037,E,Elementary School,0, , ,5,ES, ,E, ,Azalea Acad, 
-13164354.7624225,4036370.05744074,8,518,0656, , ,ISIC,333 S BEAUDRY AVE 11TH FLOOR,LOS ANGELES,90071,X,A,Y,A_Y,ISIC,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Y, , ,Beaudry Admin Office, ,34,54,2,1,26,1,Superintendent Intensive Support and Innovation Center, ,N,EAST,E,0656a,1065601,N,C,C,1065601,0656,Yes,N,13863, , ,0, ,0,0, ,MacArthur Park CoS,34.05633838,-118.2573987,X,Central Office,0, , ,2,A,ZA,E, ,ISIC, 
-13181331.0335053,4059132.1234755,9,0,1667, , ,EAST VALLEY SKILLS CTR,8601 ARLETA AVE,SUN VALLEY,91352,A,O,Y,O_Y,East Valley Skills Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,Y,Phase 5, ,Valley Region MS #3, ,29,43,6,6,20,3,East Valley Skills Center, ,N,NORTH,N,1667,1166701,N,NE,NE,1166701,1677,Yes,N,0, , ,0, ,0,0, ,Sun Valley CoS,34.22557399,-118.4098991,A,Community Adult School,0, , ,6,O, ,N, ,East Valley Skills Ctr, 
-13158684.240813,4044803.85845627,10,288,4817, , ,BUCHANAN ST ES DLC,5024 BUCHANAN ST,LOS ANGELES,90042,DS,ED,Y,ED_Y,Buchanan St DLC Sp,Spanish Dual Language Program,Dual Language Program,0,N, ,1 TRK,Buchanan,K-2,34,52,2,1,26,1,Buchanan Street Elementary Dual Language Spanish, ,N,EAST,E,4817,1260303,Y,C,C,1260301,2603,Yes,N,13350,Eagle Rock/Highland Park CoS,1349001,3490,3490,0,2,Buchanan St El DLC,Eagle Rock/Highland Park CoS,34.11908308,-118.20645954,ED,Dual Language (DLC) - Elem,2021, , ,5,ED,E,E, ,Buchanan St El DLC, 
-13165408.0503765,4030232.82050962,11,784,2474, , ,LIZARRAGA ES DTS,401 E 40TH PL,LOS ANGELES,90011,DS,ED,Y,ED_Y,Lizarraga DL Sp,Spanish Dual Language Program,Dual Language Program,92105,N,Phase I,1 TRK,Jefferson New ES #1,K-3,37,57,5,9,28,2,Ricardo Lizarraga Elementary  DL Two-Way Im Spanish, ,N,EAST,E,2474,1468002,Y,C,C,1468001,4680,Yes,N,13897,South Los Angeles CoS,1349101,3491,3491,0,3,Lizarraga El DTS,South Los Angeles CoS,34.01065014,-118.26686055,ED,Dual Language (DLC) - Elem,2021, , ,7,ED,E,E, ,Lizarraga El DTS, 
-13167838.5008192,4029851.67826593,12,459,2472, , ,MENLO AVE ES DTS,4156 MENLO AVE,LOS ANGELES,90037,DS,ED,Y,ED_Y,Menlo Ave DLC Sp,Spanish Dual Language Program,Dual Language Program,0,N,3,1 TRK,Menlo Ave,K-2,37,57,1,9,28,2,Menlo Avenue Elementary DL Two-Way Im Spanish, ,N,WEST,W,2472,1524702,Y,C,C,1524701,5247,Yes,N,13386,Manual Arts/Vermont Square CoS,1349401,3492,3492,0,2,Menlo Ave El DTS,Manual Arts/Vermont Square CoS,34.00781194,-118.28869365,ED,Dual Language (DLC) - Elem,2021, , ,1,ED,S,S, ,Menlo Ave El DTS, 
-13164230.8753836,4028935.9103275,13,0,2488,CSI,Charter Start-up Independent,ISANA HIMALIA ACAD,4700 S CENTRAL AVE,LOS ANGELES,90011,EJ,CSI,N,CSI_N,ISANA Himalia Acad,Independent Charter,Span School, ,N, , ,ISANA Himalia Acad,TK-8,37,57,5,9,28,2,ISANA Himalia Academy,19770810135954,Y, , ,2488b,1248801,N,XR,C,1248801,2488,Yes,Y,0, , ,0, ,0,8,ISANA Himalia Acad,Historic Central Avenue CoS,34.00099223,-118.25628581,EJ,Span Schools (Not Magnets),2021, , ,5,CCA,XR,E, ,ISANA Himalia Acad, 
-13164565.9974131,4029162.91793753,14,0,2488,CSI,Charter Start-up Independent,ISANA HIMALIA ACAD,4501 S WADSWORTH AVE,LOS ANGELES,90011,EJ,CSI,N,CSI_N,ISANA Himalia Acad,Independent Charter,Span School, ,N, , ,ISANA Himalia Acad,TK-8,37,57,5,9,28,2,ISANA Himalia Academy,19770810135954,Y, , ,2488c,1248801,N,XR,C,1248801,2488,Yes,Y,0, , ,0, ,0,8,ISANA Himalia Acad,Historic Central Avenue CoS,34.0026828,-118.25929626,EJ,Span Schools (Not Magnets),2021, , ,5,CCA,XR,E, ,ISANA Himalia Acad, 
-13186921.8396599,4053381.30140297,15,137,9565, , ,SYLVAN PARK EEC,15011 DELANO ST,VAN NUYS,91411,Z,ES,Y,ES_Y,Sylvan Park EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,3, ,Sylvan Park, ,29,46,3,6,20,3,Sylvan Park Early Education Center, ,N,NORTH,N,9565,1956501,N,NE,NE,1956501,9565,Yes,N,0,Van Nuys/Valley Glen CoS,1351101,3511,3511,0,0,Sylvan Park EEC,Van Nuys/Valley Glen CoS,34.18284873,-118.46012216,Z,Early Education Center,0, , ,6,ES,N,N,Yes,Sylvan Park EEC, 
-13183677.5303568,4064905.23963972,16,77,9580, , ,TELFAIR AVE EEC,10915 TELFAIR AVE,PACOIMA,91331,Z,ES,Y,ES_Y,Telfair Ave EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,3, ,Telfair Ave, ,29,43,6,7,20,3,Telfair Avenue Early Education Center, ,N,NORTH,N,9580,1958001,N,NE,NE,1958001,9580,Yes,N,15442,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,0,Telfair Ave EEC,San Fernando Valley/Sylmar CoS,34.2684431,-118.43097803,Z,Early Education Center,0, , ,6,ES,N,N,Yes,Telfair Ave EEC, 
-13170409.4355437,4042196.28437804,17,369,9519, , ,GRANT EEC,1559 N ST ANDREWS PL,LOS ANGELES,90028,Z,ES,Y,ES_Y,Grant EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Grant, ,30,51,5,13,26,3,Grant Early Education Center, ,N,WEST,W,9519,1951901,N,W,W,1951901,9519,Yes,N,16688,Hollywood CoS,1353401,3534,3534,0,0,Grant EEC,Hollywood CoS,34.09968856,-118.31178874,Z,Early Education Center,0, , ,5,ES,W,W,Yes,Grant EEC, 
-13165071.2129481,4036283.29922221,18,0,9443, , ,GRATTS EEC,1415 W 5TH ST,LOS ANGELES,90017,Z,ES,N,ES_N,Gratts EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Gratts New Pri Ctr, ,34,54,2,1,26,1,Gratts Early Education Center, ,N,EAST, ,9443,1944301,N,C,C,1944301,9443,Yes,N,0,MacArthur Park CoS,1348901,3489,3489,0,0,Gratts EEC,MacArthur Park CoS,34.05569269,-118.26383468,Z,Early Education Center,0, , ,2,ES,E,E,Yes,Gratts EEC, 
-13182562.3653811,4062868.20413101,19,69,9588, , ,HADDON AVE EEC,10085 HADDON AVE,PACOIMA,91331,Z,ES,Y,ES_Y,Haddon Ave EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Haddon Ave, ,29,43,6,7,20,3,Haddon Avenue Early Education Center, ,N,NORTH,N,9588,1958801,N,NE,NE,1958801,9588,Yes,N,16666,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,0,Haddon Ave EEC,San Fernando Valley/Sylmar CoS,34.25331929,-118.42096033,Z,Early Education Center,0, , ,6,ES,N,N,Yes,Haddon Ave EEC, 
-13165628.7199871,4020000.21089242,20,555,9531, , ,LOCKE EEC,320 E 111TH ST,LOS ANGELES,90061,Z,ES,Y,ES_Y,Locke EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Locke High, ,43,57,7,8,35,2,Locke Early Education Center, ,N,SOUTH,XR,9531,1953101,N,S,S,1953101,9531,Yes,N,16288,Achievement Network CoS,1351801,3518,3518,0,0,Locke EEC,Fremont CoS,33.93441949,-118.26884286,Z,Early Education Center,0, , ,7,ES,S,S,Yes,Locke EEC, 
-13168969.1737173,3990711.81790121,21,0,8937, , ,OLGUIN HS,3210 S ALMA ST,SAN PEDRO,90731,S,HS,Y,HS_Y,Olguin High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y,Phase 3,1 TRK,South Region HS #15, ,44,65,7,15,35,4,John and Muriel Olguin High School, ,N,SOUTH,S,8937,1893701,N,S,S,1893701,8937,Yes,N,15221, , ,0, ,0,0, ,San Pedro CoS,33.71585024,-118.29885068,S,Senior High School,0, , ,7,HS, ,S, ,Olguin High, 
-13154851.1890036,4034067.64569873,22,0,9082, , ,EAST LA STAR ADULT ED,319 N HUMPHREYS AVE,LOS ANGELES,90022,A,O,Y,O_Y,East LA Star Adult Ed,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,Y,Phase 3, ,East LA Star Adult Education, ,34,52,2,CO,26,1,East Los Angeles Star Adult Education, ,N,EAST,E,9082,1908201,N,E,E,1908201,9082,Yes,N,0, , ,0, ,0,0, ,East Los Angeles CoS,34.03920111,-118.17202666,A,Community Adult School,0, , ,2,O, ,E, ,East LA Star Adult Ed, 
-13163075.8460787,4032401.83116923,23,0,0665, , ,NEWTON ST ADMIN,1354 NEWTON ST,LOS ANGELES,90021,X,A,Y,A_Y,Newton St Admin,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office, ,Y, , ,Newton St Admin, ,37,57,2,14,28,1,Newton Street Administration Building, ,N,EAST,E,0665,1066501,N,C,C,1066501,0665,Yes,N,13935, , ,0, ,0,0, ,South Los Angeles CoS,34.0268,-118.24591,X,Central Office,0, , ,2,A,ZA,E, ,Newton St Admin, 
-13147636.4672065,4026234.10560969,24,0,0528, , ,INVENTORY MGT,8525 REX RD,PICO RIVERA,90660,X,A,Y,A_Y,Inventory Mgt,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Y, , ,Inventory Mgt, ,38,56, ,PV,30,4,Inventory Management, ,N, , ,0528,1052801,N, , ,1052801,0528,Yes,N,14362, , ,0, ,0,0, , ,33.98086873,-118.10721573,X,Central Office,0, , , ,A,ZA, , ,Inventory Mgt, 
-13202627.2988615,4073103.33251727,25,0,XXX1, , ,OAT MTN RADIO TOWER, , , ,X,A,N,A_N,Oat Mountain Radio Tower,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Radio Tower,0,N, , ,Oat Mountain Radio Tower, ,27,40, ,CO,23,5,Oat Mountain Radio Tower, ,N, , ,XXX1,1XXX101,N, , ,1XXX101,XXX1,Yes,N,0, , ,0, ,0,0, , ,34.32928169,-118.60120666,X,Radio Tower,0, , , ,A,ZA,N, ,Oat Mountain Radio Tower, 
-13171411.0797,4046805.54985548,26,0,XXX2, , ,MT LEE RADIO TOWER, , , ,X,A,N,A_N,Mt Lee Radio Tower,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Radio Tower,0,N, , ,Mt Lee Radio Tower, ,30,51,5,4,26,5,Mount Lee Radio Tower, ,N, , ,XXX2,1XXX201,N, ,W,1XXX201,XXX2,Yes,N,0, , ,0, ,0,0, ,Hollywood CoS,34.13396818,-118.32078666,X,Radio Tower,0, , ,4,A,ZA,W, ,Mt Lee Radio Tower, 
-13188859.045381,4055070.23945393,27,138,2368, , ,BASSETT ES DTS,15756 BASSETT ST,VAN NUYS,91406,DS,ED,Y,ED_Y,Bassett St DLC Sp,Spanish Dual Language Program,Dual Language Program,0,N,2,1 TRK,Bassett St,K-2,29,46,3,6,20,3,Bassett Street Elementary DL Two-Way Im Spanish, ,N,NORTH,N,2368,1232303,Y,NW,NW,1232301,2323,Yes,N,13813,Reseda CoS,1352401,3524,3524,0,2,Bassett St El DTS,Reseda CoS,34.1953988,-118.47752437,ED,Dual Language (DLC) - Elem,2021, , ,3,ED,N,N, ,Bassett St El DTS, 
-13173824.5376641,4029960.01197506,28,815,2457,CSI,Charter Start-up Independent,STELLA ES CHRTR ACAD,4196 MARLTON AVE,LOS ANGELES,90008,EP,CSI,N,CSI_N,Stella ES Chrtr Acad,Independent Charter,Elementary School,0,N, ,OTHER,Stella ES Chrtr Acad,2-4,37,55,1,8,28,2,Stella Elementary Charter Academy,19647330137604,Y,WEST,W,2457b,1245701,N,XR,W,1245701,2457,Yes,Y,0, , ,0, ,2,4,Stella El,LA Mid-City CoS,34.00861867,-118.34246712,EP,Primary Center,0, , ,1,CCA,XR,W, ,Stella El, 
-13194821.5979449,4034940.02553115,29,670,8798,CCI,Charter Conversion Independent,PALISADES CHRTR HS,777 TEMESCAL CANYON RD,PACIFIC PALISADES,90272,S,CCI,Y,CCI_Y,Palisades Chrtr High,Independent Charter,High School,0,N,2,OTHER,Palisades High,9-12,32,42,4,11,24,3,Palisades Charter High School,19647331995836,Y,WEST,XR,8798b,1879801,N,XR,W,1879801,8798,Yes,Y,13742, , ,0, ,9,12,Palisades CHS,West LA CoS,34.04569482,-118.53108689,S,Senior High School,1958, ,Lease,4,CCA,XR,W, ,Palisades CHS, 
-13156937.0654638,4022379.23109836,30,0,9459, , ,MCAULIFFE EEC,8914 HUNT AVE,SOUTH GATE,90280,Z,ES,N,ES_N,McAuliffe EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,South Region EEC #2, ,44,62,5,SG,33,4,Christa McAuliffe Early Education Center, ,N,SOUTH,S,9459,1945901,N,E,E,1945901,9459,Yes,N,0,South Gate CoS,1349901,3499,3499,0,0,McAuliffe EEC,South Gate CoS,33.95214875,-118.19076441,Z,Early Education Center,0, , ,5,ES,E,E,Yes,McAuliffe EEC, 
-13168108.4674397,4024677.04416239,31,539,9591, , ,MIKES EEC,7720 S VERMONT AVE,LOS ANGELES,90044,Z,ES,Y,ES_Y,Mikes EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Miller, ,37,57,1,8,28,2,Wanda Mikes Early Education Center, ,N,SOUTH,S,9591,1959101,N,S,S,1959101,9591,Yes,N,16682,Fremont CoS,1352001,3520,3520,0,0,Mikes EEC,Fremont CoS,33.96926933,-118.2911188,Z,Early Education Center,0, , ,1,ES,S,S,Yes,Mikes EEC, 
-13160015.6529169,4025745.13841646,32,527,9535, , ,MILES AVE EEC,2855 SATURN AVE,HUNTINGTON PARK,90255,Z,ES,Y,ES_Y,Miles Ave EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Miles Ave, ,42,62,5,HUP,33,4,Miles Avenue Early Education Center, ,N,SOUTH,S,9535,1953501,N,E,E,1953501,9535,Yes,N,16663,Huntington Park/Vernon CoS,1349901,3499,3499,0,0,Miles Ave EEC,Huntington Park/Vernon CoS,33.97722632,-118.21841983,Z,Early Education Center,0, , ,5,ES,E,E,Yes,Miles Ave EEC, 
-13163576.3248453,4025719.32547846,33,338,9536, , ,MIRAMONTE EEC,1341 E 70TH ST,LOS ANGELES,90001,Z,ES,Y,ES_Y,Miramonte EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Miramonte, ,42,57,7,CO,33,2,Miramonte Early Education Center, ,N,SOUTH,S,9536,1953601,N,S,S,1953601,9536,Yes,N,16664,Rivera CoS,1352501,3525,3525,0,0,Miramonte EEC,Rivera CoS,33.97703403,-118.25040588,Z,Early Education Center,0, , ,7,ES,S,S,Yes,Miramonte EEC, 
-13157732.9578393,4043899.37233814,34,16,9590, , ,MONTE VISTA EEC,5509 ASH ST,LOS ANGELES,90042,Z,ES,Y,ES_Y,Monte Vista EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,Monte Vista St, ,34,52,2,1,26,1,Monte Vista Street Early Education Center, ,N,EAST,E,9590,1959001,N,C,C,1959001,9590,Yes,N,15741,Eagle Rock/Highland Park CoS,1349001,3490,3490,0,0,Monte Vista EEC,Eagle Rock/Highland Park CoS,34.11235623,-118.19791402,Z,Early Education Center,0, , ,5,ES,E,E,Yes,Monte Vista EEC, 
-13157458.9017695,4036918.3733548,35,407,9537, , ,MURCHISON ST EEC,1537 MURCHISON ST,LOS ANGELES,90033,Z,ES,Y,ES_Y,Murchison St EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,2, ,Murchison St, ,34,54,2,14,26,1,Murchison Street Early Education Center, ,N,EAST,E,9537,1953701,N,E,E,1953701,9537,Yes,N,16665,Lincoln Heights/El Sereno CoS,1350101,3501,3501,0,0,Murchison EEC,Lincoln Heights/El Sereno CoS,34.06041908,-118.19545214,Z,Early Education Center,0, , ,2,ES,E,E,Yes,Murchison EEC, 
-13173044.257656,4030977.96681516,36,0,9292, , ,WATSON CAREER TRNG CTR,3833 S CRENSHAW BLVD,LOS ANGELES,90008,L,O,Y,O_Y,Watson Career Trng Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Regional Occupation Center,0,Y, , ,Watson Career Trng Ctr, ,37,55,1,10,28,2,Watson Career Training Center, ,N, , ,9292,1929201,N,W,W,1929201,9292,Yes,N,16241, , ,0, ,0,0, ,LA Mid-City CoS,34.01619865,-118.33545775,L,Regional Occupational Center,0, , ,1,O, ,W, ,Watson Career Trng Ctr, 
-13163974.8171773,4036868.92776046,37,330,1341, , ,SCHOOL POLICE DEPT,125 N BEAUDRY AVE,LOS ANGELES,90012,X,A,N,A_N,School Police Dept,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",School Police,0,Y, , ,School Police Dept, ,34,52,2,1,26,1,School Police Department Headquarter, ,N,EAST,E,1341,1134101,N,C,C,1134101,1341,Yes,N,0, , ,0, ,0,0, ,Downtown CoS,34.0600511,-118.25398559,X,School Police,0, , ,2,A,ZA,E, ,School Police Dept, 
-13164365.8806811,4039815.71226678,38,380,0516, , ,HR-TEACHER TRNG ACAD,1814 BERKELEY AVE,LOS ANGELES,90026,X,A,Y,A_Y,HR-Teacher Trng Acad,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Y, , ,Berkeley Ave EEC, ,30,52,2,13,26,1,HR-Teacher Training Academy, ,N,EAST,E,0516,1051601,N,C,C,1051601,0516,Yes,N,13596, , ,0, ,0,0, ,Downtown CoS,34.08197853,-118.25749857,X,Central Office,0, , ,5,A,ZA,E, ,HR-Teacher Trng Acad, 
-13183137.9267459,4062314.2713424,39,644,0090, , ,SP ED SVC CTR - NE,13395 E KAGEL CANYON ST,PACOIMA,91331,X,A,Y,A_Y,Sp Ed Svc Ctr - NE,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,N, , ,Pacoima Middle, ,29,43,6,7,20,3,Local District Northeast Support Site, ,N,NORTH,N,0090,1009001,N,NE,NE,1009001,0090,Yes,N,0, , ,0, ,0,0, ,Sun Valley CoS,34.24920619,-118.42613069,X,Central Office,0, , ,6,A,ZA,N, ,Sp Ed Svc Ctr - NE, 
-13184504.2481788,4032581.3717778,40,493,0092, , ,LOCAL DIST WEST SUPPORT,2635 COLBY AVE,LOS ANGELES,90064,X,A,Y,A_Y,Local Dist West Support,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Y, , ,Local District 3 Office, ,36,55,4,11,28,3,Local District West Support Site, ,N,WEST,W,0092,1009201,N,W,W,1009201,0092,Yes,N,15861, , ,0, ,0,0, ,West LA CoS,34.02813668,-118.43840458,X,Central Office,0, , ,4,A,ZA,W, ,Local Dist West Support, 
-13180729.2750896,4065350.49587104,41,79,1444, , ,LASPD NORTHEAST DIV,12513 GAIN ST,PACOIMA,91331,X,A,Y,A_Y,LASP Northeast Div,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,N,1, ,Coughlin Pri Ctr, ,29,43,6,7,20,3,Los Angeles School Police Northeast Division, ,N,NORTH,N,1444,1144401,N,NE,NE,1144401,1444,Yes,N,15841, , ,0, ,0,0, ,Sun Valley CoS,34.2717485,-118.4044934,X,Central Office,0, , ,6,A,ZA,N, ,LASP Northeast Div, 
-13177470.4608001,4055930.2671102,42,653,1668, , ,SUN VALLEY HLTH/DENT,7223 FAIR AVE,SUN VALLEY,91352,X,A,Y,A_Y,Sun Valley Health/Dental,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,N, , ,Sun Valley Bus Garage, ,29,43,6,2,20,3,Sun Valley Health and Dental Office, ,N,NORTH,N,1668,1166801,N,NE,NE,1166801,1668,Yes,N,16161, , ,0, ,0,0, ,Sun Valley CoS,34.20178873,-118.37521899,X,Central Office,0, , ,6,A,ZA,N, ,Sun Valley Health/Dental, 
-13162286.9487975,4064884.16707928,43,0,XXX3, , ,MT LUKENS RADIO TOWER, , , ,X,A,N,A_N,Mt Lukens Radio Tower,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Radio Tower,0,N, , ,Mt Lukens Radio Tower, ,30,41,6,7,20,5,Mount Lukens Radio Tower, ,N, , ,XXX3,1XXX301,N, ,NE,1XXX301,XXX3,Yes,N,0, , ,0, ,0,0, ,Sunland/Tujunga CoS,34.26828665,-118.2388232,X,Radio Tower,0, , ,6,A,ZA,N, ,Mt Lukens Radio Tower, 
